start	end	text	speaker	confidence	source
00:03:41.725	00:03:43.025	You almost did it		0.8895	whisper
00:03:43.025	00:03:43.805	I know that was a disease		0.552	whisper
00:03:43.805	00:03:44.665	I could have a fluke		0.552	whisper
00:03:44.665	00:03:45.465	Ow		0.552	whisper
00:03:45.465	00:03:46.305	Oh		0.552	whisper
00:03:46.305	00:03:46.905	Come on		0.552	whisper
00:03:48.305	00:03:48.805	Almost		0.552	whisper
00:03:50.725	00:03:51.225	Yeah		0.552	whisper
00:03:52.225	00:03:53.185	Come on		0.552	whisper
00:03:55.145	00:03:56.205	You're not gonna do it		0.552	whisper
00:03:56.205	00:03:57.765	The minute we cut it off		0.552	whisper
00:03:57.765	00:03:58.805	Come on		0.552	whisper
00:03:59.345	00:04:00.125	You're not gonna do it		0.552	whisper
00:04:00.125	00:04:01.045	The minute we cut it off		0.552	whisper
00:04:01.045	00:04:01.965	Come on		0.552	whisper
00:04:01.965	00:04:03.025	Come on		0.552	whisper
00:04:03.025	00:04:03.625	Come on		0.552	whisper
00:04:03.625	00:04:04.385	Come on		0.552	whisper
00:04:04.385	00:04:04.665	Come on		0.552	whisper
00:04:04.665	00:04:07.025	Come on		0.552	whisper
00:04:08.925	00:04:09.865	You can do it		0.552	whisper
00:04:09.865	00:04:10.765	Trying to get it out.		0.4962	whisper
00:04:12.865	00:04:13.445	Yeah.		0.4962	whisper
00:04:13.805	00:04:14.705	Come on.		0.4962	whisper
00:04:18.345	00:04:20.085	You've got the bottom part down.		0.4962	whisper
00:04:21.625	00:04:23.065	You've got that part down.		0.4962	whisper
00:04:27.805	00:04:28.385	Okay.		0.4962	whisper
00:04:35.625	00:04:36.785	You have it on pause?		0.4962	whisper
00:04:37.005	00:04:37.185	No.		0.4962	whisper
00:04:41.225	00:04:43.405	We're going to run lots of tape trying to get you to do it.		0.5608	whisper
00:04:43.705	00:04:43.865	Yeah.		0.5608	whisper
00:04:48.145	00:04:48.505	Yeah.		0.5608	whisper
00:04:50.185	00:04:50.545	Oh.		0.5608	whisper
00:04:51.105	00:04:51.645	You're getting another.		0.5608	whisper
00:05:14.600	00:05:15.980	of course it's not gonna do it now		0.5682	whisper
00:05:36.013	00:05:37.833	Happy Valentine's Day, baby!		0.6424	whisper
00:05:38.853	00:05:40.693	Happy Valentine's Day, baby!		0.6424	whisper
00:05:41.573	00:05:42.053	Hi!		0.6424	whisper
00:05:44.173	00:05:45.533	Hi, babies!		0.6424	whisper
00:05:47.573	00:05:50.093	Now you rolled over twice today for Mommy,		0.6424	whisper
00:05:50.713	00:05:52.393	and she didn't have the camera out.		0.6424	whisper
00:05:52.713	00:05:53.853	So you're going to do it again?		0.6424	whisper
00:05:54.373	00:05:56.173	So we can get it on the camera?		0.6424	whisper
00:05:57.693	00:05:58.293	Huh?		0.6514	whisper
00:05:58.813	00:06:00.033	Yeah, are you?		0.6514	whisper
00:06:00.333	00:06:02.373	You like that thing that Grandma and Grandpa,		0.6514	whisper
00:06:03.413	00:06:06.073	Darlene and Grandpa Lloyd gave you, huh?		0.6514	whisper
00:06:06.473	00:06:07.373	You like it.		0.6514	whisper
00:06:08.413	00:06:09.473	Yes, you do.		0.6514	whisper
00:06:12.213	00:06:13.993	You like it, yeah.		0.6514	whisper
00:06:18.553	00:06:19.633	Well, come on.		0.6514	whisper
00:06:20.013	00:06:21.133	Roll over for Mommy.		0.6514	whisper
00:06:22.013	00:06:22.873	Roll over.		0.6514	whisper
00:06:23.633	00:06:25.253	You're not going to do it again, are you?		0.6514	whisper
00:06:25.653	00:06:25.973	No.		0.6514	whisper
00:06:27.093	00:06:27.873	And you're blowing bubbles.		0.7982	whisper
00:06:28.633	00:06:31.133	Because you've had a cold ever since Mommy put you in daycare.		0.7982	whisper
00:06:31.613	00:06:33.013	But you're not in daycare anymore.		0.7982	whisper
00:06:33.513	00:06:34.633	Oh, that's a big bubble.		0.7982	whisper
00:06:35.653	00:06:36.833	That's a big bubble.		0.7982	whisper
00:06:37.693	00:06:39.493	Starting today, we're out of daycare.		0.7982	whisper
00:06:39.893	00:06:40.913	Oh, there's your kitty.		0.7982	whisper
00:06:41.573	00:06:43.033	You see your kitty, huh?		0.7982	whisper
00:06:43.413	00:06:44.353	You see your kitty.		0.7982	whisper
00:06:44.493	00:06:45.673	Are you going to smile for Mommy?		0.7982	whisper
00:06:46.593	00:06:47.793	Smile for Mom.		0.7982	whisper
00:06:48.173	00:06:49.093	Smile for Parmesan.		0.7982	whisper
00:06:51.133	00:06:52.773	Smile for you kitty.		0.1605	whisper
00:06:54.413	00:06:55.933	Yes, I am.		0.1605	whisper
00:06:56.513	00:06:57.313	Smile.		0.1605	whisper
00:06:57.533	00:06:58.013	Smile, baby.		0.1605	whisper
00:07:08.293	00:07:09.093	Smile.		0.1605	whisper
00:07:09.493	00:07:09.973	Smile.		0.1605	whisper
00:07:11.613	00:07:12.413	Smile.		0.1605	whisper
00:07:12.413	00:07:13.833	Come on, Ryan.		0.1605	whisper
00:07:13.833	00:07:14.553	anal�one over for Mommy.		0.1605	whisper
00:07:16.093	00:07:42.293	You did it twice today. Just right boom boom. One after the other. I figured you'd do it again. But no. Okay. We're going to have to keep the camera out. Ryan. Ryan. Hi baby. Hi baby. Smile for mommy. Smile. Hi baby. Hi honey.		0.8287	whisper
00:07:42.853	00:08:06.213	Okay. I'm going to hit you in the head. Hi baby. Hi honey. Oh. Oh. There you go. There you go. Oh. Come on now. Run over. You can do it. You can do it.		0.8486	whisper
00:08:12.293	00:08:23.613	You can do it. There you go. Come on. Come on. Yay. Oh. Oh. Almost. Come on. You can do it again. I know you can. I'm not going to take this camera off of you because you're going to do it again.		0.9155	whisper
00:08:24.813	00:08:50.293	There you go. Come on baby. Come on. Yay. Woo hoo. We got it on tape. Ryan. Yay. Woo. Mommy's so proud of you. Yay Ryan. That was your first rollover on tape. Yay baby. Woo hoo.		0.8772	whisper
00:08:50.293	00:08:57.333	Woo hoo. And you've already rolled over back onto your bat too baby.		0.8518	whisper
00:09:15.212	00:09:17.052	playing with the clacky bird		0.6827	whisper
00:09:18.792	00:09:20.552	show us how you do it Ryan		0.6827	whisper
00:09:21.692	00:09:23.452	yeah show us how you do it		0.6827	whisper
00:09:23.452	00:09:24.572	you gonna laugh with mommy		0.6827	whisper
00:09:28.292	00:09:30.092	don't shoot yourself in the face please		0.6827	whisper
00:09:31.512	00:09:33.252	show us how you play honey		0.6827	whisper
00:09:35.292	00:09:39.312	show us hi baby show us how you play		0.7403	whisper
00:09:39.312	00:09:41.412	mom that light is in my face		0.7403	whisper
00:09:44.452	00:09:47.352	yeah you're learning how to do that		0.7403	whisper
00:09:47.352	00:09:48.492	look at you		0.7403	whisper
00:09:48.492	00:09:53.492	look at you		0.7403	whisper
00:09:53.492	00:09:56.072	oh he's okay		0.7403	whisper
00:12:06.534	00:12:06.914	但 scenarios		0.0052	whisper
00:12:28.214	00:12:28.814	하하		0.0052	whisper
00:12:29.474	00:12:30.174	Little		0.0052	whisper
00:12:36.434	00:12:36.474	job		0.0052	whisper
00:12:39.014	00:12:40.134	What's daddy doing?		0.4711	whisper
00:12:42.294	00:12:43.394	Did you get it off?		0.4711	whisper
00:13:10.454	00:13:13.254	AISS Chair		0.0033	whisper
00:13:13.254	00:13:14.854	Here, play a clappy bird.		0.5405	whisper
00:13:14.914	00:13:16.774	Can you play a clappy bird?		0.5405	whisper
00:13:20.174	00:13:21.894	My wife really had it.		0.5405	whisper
00:13:22.614	00:13:25.454	La la la la la la la la la la la la la la.		0.5405	whisper
00:13:25.994	00:13:27.514	La la la la la la la.		0.5405	whisper
00:13:28.914	00:13:31.254	La la la la la la la la la la la la.		0.5405	whisper
00:13:32.434	00:13:33.814	Oh, look at my hair.		0.5405	whisper
00:13:34.834	00:13:35.914	Okay, that's good.		0.5405	whisper
00:13:36.514	00:13:38.054	I just want to make sure we got his laugh on.		0.5405	whisper
00:13:38.094	00:13:39.254	Oh, yeah.		0.5405	whisper
00:13:40.534	00:13:40.894	Boots.		0.5405	whisper
00:13:40.894	00:13:41.454	Boots.		0.757	whisper
00:13:41.574	00:13:42.394	Ha ha ha.		0.757	whisper
00:13:42.834	00:13:43.194	Boots.		0.757	whisper
00:13:43.534	00:13:43.674	Boots.		0.757	whisper
00:13:44.614	00:13:45.014	Boots.		0.757	whisper
00:13:45.314	00:13:45.354	Boots.		0.757	whisper
00:13:45.534	00:13:45.694	Boots.		0.757	whisper
00:13:47.354	00:13:47.714	Kissy.		0.757	whisper
00:13:47.794	00:13:48.014	Kissy.		0.757	whisper
00:13:48.034	00:13:48.894	What's up on you?		0.757	whisper
00:13:49.394	00:13:49.654	Kiss.		0.757	whisper
00:13:50.414	00:13:51.414	There's a new thing.		0.757	whisper
00:13:54.114	00:13:54.514	Boots.		0.757	whisper
00:13:55.494	00:13:55.834	Boots.		0.757	whisper
00:13:55.834	00:13:55.934	Boots.		0.757	whisper
00:13:56.554	00:13:57.034	Come on, Ryan.		0.757	whisper
00:13:57.174	00:13:58.374	Do your little hip thrusting.		0.757	whisper
00:13:58.574	00:13:59.334	Didn't you just do it?		0.757	whisper
00:13:59.454	00:14:00.534	I know, but I wasn't on.		0.757	whisper
00:14:00.734	00:14:01.474	Oh, you weren't?		0.757	whisper
00:14:01.634	00:14:01.954	No.		0.757	whisper
00:14:02.354	00:14:02.814	Okay, come on.		0.757	whisper
00:14:03.594	00:14:04.394	Come on.		0.757	whisper
00:14:04.974	00:14:05.674	Come on.		0.757	whisper
00:14:05.934	00:14:06.674	Do it for Daddy.		0.757	whisper
00:14:15.555	00:14:25.732	Ryna Callahan			
00:15:21.147	00:15:24.167	re		0.0027	whisper
00:15:33.667	00:15:36.707	the		0.0027	whisper
00:15:40.947	00:15:42.347	what		0.0027	whisper
00:15:41.387	00:15:43.467	in		0.0027	whisper
00:15:52.267	00:16:07.687	What's the actu sign going on?		0.0172	whisper
00:16:25.087	00:16:27.407	I don't know.		0.3989	whisper
00:16:28.187	00:16:29.447	I don't know.		0.3989	whisper
00:16:29.747	00:16:29.967	I don't know.		0.3989	whisper
00:16:30.007	00:16:31.107	It's really hard.		0.3989	whisper
00:16:33.247	00:16:38.467	It's a little wind.		0.3989	whisper
00:16:39.047	00:16:39.567	Hmm?		0.3989	whisper
00:16:40.287	00:16:41.767	Getting a little wind outside.		0.6644	whisper
00:16:41.947	00:16:42.187	Yeah.		0.6644	whisper
00:16:56.687	00:16:58.567	Keep that up and he's going to go to sleep, Graeme.		0.6644	whisper
00:17:01.727	00:17:02.767	I don't think so.		0.6644	whisper
00:17:02.767	00:17:03.247	Yeah.		0.7172	whisper
00:17:03.867	00:17:05.987	He doesn't even look like he's close to it.		0.7172	whisper
00:17:07.327	00:17:08.867	He's just calm, that's all.		0.7172	whisper
00:17:09.427	00:17:10.427	Well, maybe he is.		0.7172	whisper
00:17:10.627	00:17:11.907	He's falling asleep.		0.7172	whisper
00:17:13.307	00:17:13.787	Okay.		0.7172	whisper
00:17:15.287	00:17:17.047	Keep them all day for us.		0.7172	whisper
00:17:19.947	00:17:20.547	Yeah.		0.7172	whisper
00:17:29.047	00:17:30.227	He's going to sleep, Graeme.		0.7465	whisper
00:17:31.007	00:17:32.067	Hey, do you want some rolls?		0.7465	whisper
00:17:35.607	00:17:36.347	Nah, it's hot.		0.7465	whisper
00:17:36.947	00:17:37.207	Okay.		0.7465	whisper
00:17:37.207	00:17:37.427	Okay.		0.536	whisper
00:17:37.927	00:17:38.487	Bye.		0.536	whisper
00:17:54.386	00:18:00.006	Would you please hold each other's hand, signifying to all that now you are in each other's safety.		0.733	whisper
00:18:03.466	00:18:07.466	Marriage is a beautiful blending of two hearts, two souls.		0.733	whisper
00:18:08.126	00:18:13.986	This joining together is the ultimate intimacy that you two human beings can share.		0.733	whisper
00:18:13.986	00:18:23.786	It is an estate not to be entered into lightly, but rather to be approached regularly, sincerely, and with the deepest humility.		0.8402	whisper
00:18:24.746	00:18:31.326	Love is friendship that has caught fire, quenched only by giving yourselves to this sacred unit.		0.8402	whisper
00:18:31.946	00:18:36.966	And as you grow together, remember to sow and reap love with gratitude.		0.8402	whisper
00:18:36.966	00:18:48.346	For each act of kindness, each tender smile, as the seed that will blossom forth, to fill all of your tomorrows with peace, love, and harmony.		0.8923	whisper
00:18:49.046	00:18:52.586	A man who truly understood love once said,		0.8538	whisper
00:18:53.006	00:18:57.446	Love is patient, love is kind, and envy is no one.		0.8538	whisper
00:18:58.026	00:19:04.406	Love is never boastful, nor conceited, nor rude, never selfish, nor quick to take offense.		0.8538	whisper
00:19:05.386	00:19:12.306	Love keeps no score of wrongs, does not gloat over other men's errors, but delights in the truth.		0.8538	whisper
00:19:13.466	00:19:13.486	There is nothing that love cannot face.		0.8105	whisper
00:19:13.486	00:19:13.519	There is nothing that love cannot face.		0.8105	whisper
00:19:13.486	00:19:13.519	There is nothing that love cannot face.		0.8105	whisper
00:19:13.486	00:19:13.519	There is nothing that love cannot face.		0.8105	whisper
00:19:13.486	00:19:13.519	There is nothing that love cannot face.		0.8105	whisper
00:19:13.486	00:19:13.519	There is nothing that love cannot face.		0.8105	whisper
00:19:13.486	00:19:13.519	There is nothing that love cannot face.		0.8105	whisper
00:19:13.486	00:19:13.519	There is nothing that love cannot face.		0.8105	whisper
00:19:13.486	00:19:13.519	There is nothing that love cannot face.		0.8105	whisper
00:19:13.486	00:19:13.519	There is nothing that love cannot face.		0.8105	whisper
00:19:26.821	00:19:29.161	There he is! Such a big boy!		0.6385	whisper
00:19:30.121	00:19:32.041	Sitting up all by himself!		0.6385	whisper
00:19:33.141	00:19:34.141	Hi Ryan!		0.6385	whisper
00:19:35.061	00:19:35.981	Hi son!		0.6385	whisper
00:19:36.481	00:19:37.701	Look at Mr. Ryan!		0.6385	whisper
00:19:38.001	00:19:39.681	Hi baby! Give me a smile!		0.6385	whisper
00:19:40.201	00:19:41.241	Give me a smile!		0.6385	whisper
00:19:41.961	00:19:42.741	Look at daddy!		0.6385	whisper
00:19:43.461	00:19:44.021	Hi son!		0.6385	whisper
00:19:45.281	00:19:46.981	You ate all your peas tonight?		0.6385	whisper
00:19:48.021	00:19:49.301	Look at that big boy!		0.6385	whisper
00:19:49.441	00:19:50.661	Sitting up all by himself!		0.6385	whisper
00:19:51.321	00:19:54.761	And you drank water out of a cup, out of a glass!		0.598	whisper
00:19:56.841	00:19:57.441	Hi baby!		0.598	whisper
00:19:57.441	00:19:59.861	I did that a couple days ago, but mommy didn't get it.		0.598	whisper
00:20:00.121	00:20:01.241	Hi Mr. Ryan!		0.598	whisper
00:20:03.561	00:20:04.561	Hi baby!		0.598	whisper
00:20:05.661	00:20:08.321	Hi sweetie! Give us a smile honey!		0.598	whisper
00:20:09.461	00:20:10.701	Give us a smile!		0.598	whisper
00:20:12.141	00:20:13.781	Boogie boogie boogie boogie!		0.598	whisper
00:20:14.161	00:20:16.161	Boogie boogie boogie boogie boogie!		0.598	whisper
00:20:17.321	00:20:18.821	Boogie boogie boogie boogie!		0.598	whisper
00:20:20.661	00:20:21.821	Nope! Not gonna smile!		0.6367	whisper
00:20:21.981	00:20:22.981	He's all shifty eyes!		0.6367	whisper
00:20:23.241	00:20:23.961	He's like...		0.6367	whisper
00:20:25.101	00:20:25.941	He's okay!		0.6367	whisper
00:20:26.261	00:20:27.861	Mom and dad are having fun doing whatever they're doing!		0.6367	whisper
00:20:27.861	00:20:29.361	Are you waving?		0.5832	whisper
00:20:29.761	00:20:30.201	Are you waving?		0.5832	whisper
00:20:30.201	00:20:30.581	Saying hi?		0.5832	whisper
00:20:30.861	00:20:31.501	To the camera?		0.5832	whisper
00:20:33.961	00:20:35.781	You're such a big boy Ryan!		0.5832	whisper
00:20:36.221	00:20:37.361	Look at you young man!		0.5832	whisper
00:20:37.761	00:20:39.261	Mom and dad are so proud!		0.5832	whisper
00:20:40.901	00:20:42.181	Yes we are!		0.5666	whisper
00:20:42.581	00:20:42.661	Yes we are!		0.5666	whisper
00:20:42.721	00:20:44.321	Mom and dad are so proud!		0.5666	whisper
00:20:45.541	00:20:48.721	So now everyone is carrying the same table line for the tennis!		0.5666	whisper
00:20:49.081	00:20:49.441	Yeah!		0.5666	whisper
00:20:50.521	00:20:51.601	Now I am too!		0.5666	whisper
00:20:53.121	00:20:53.901	What are you doing?		0.5666	whisper
00:20:54.081	00:20:55.321	Are you doing the hand jabs?		0.5666	whisper
00:20:56.121	00:20:57.641	Do do hand jabs!		0.5666	whisper
00:20:58.161	00:20:58.781	Boop boop!		0.5666	whisper
00:20:58.901	00:21:00.301	Do do do do do do do!		0.5666	whisper
00:21:00.501	00:21:01.981	Boom boom boom boom boom boom boom!		0.5666	whisper
00:21:01.981	00:21:02.921	My hand jabs!		0.4499	whisper
00:21:03.321	00:21:04.321	I am not!		0.4499	whisper
00:21:04.501	00:21:04.961	Just him!		0.4499	whisper
00:21:05.561	00:21:08.081	Do do do do do do do do do do do do!		0.4499	whisper
00:21:08.681	00:21:09.041	Boop!		0.4499	whisper
00:21:10.201	00:21:11.361	Do do do do do do do!		0.4499	whisper
00:21:11.481	00:21:11.841	Boop!		0.4499	whisper
00:21:12.421	00:21:12.541	Yeah!		0.4499	whisper
00:21:12.781	00:21:14.941	Do do do do do do boop boop!		0.4499	whisper
00:21:15.061	00:21:16.781	Do do do do do do boop!		0.4499	whisper
00:21:17.901	00:21:22.081	You are my sunshine, my only sunshine.		0.5767	whisper
00:21:22.661	00:21:26.101	You make me happy when skies are gray.		0.5767	whisper
00:21:26.381	00:21:27.381	You're leaning over.		0.5767	whisper
00:21:32.221	00:21:33.381	There it goes.		0.5767	whisper
00:21:34.521	00:21:34.961	Uh-oh.		0.5767	whisper
00:21:35.421	00:21:35.701	Okay.		0.5767	whisper
00:21:36.461	00:21:36.961	Get it off?		0.5767	whisper
00:21:38.261	00:21:38.821	Yeah, it's off.		0.5767	whisper
00:21:40.881	00:21:41.121	Jamie.		0.5767	whisper
00:21:42.321	00:21:43.341	See the red light, baby?		0.5767	whisper
00:21:57.330	00:21:57.690	Brian!		0.4711	whisper
00:21:58.310	00:21:58.670	Brian!		0.4711	whisper
00:21:59.110	00:21:59.870	Want to bump a head?		0.4711	whisper
00:22:00.290	00:22:00.930	Bump a head!		0.4711	whisper
00:22:01.390	00:22:02.390	Come on, let's bump a head!		0.4711	whisper
00:22:02.850	00:22:03.830	Come on, do it!		0.4711	whisper
00:22:04.750	00:22:05.850	Come on, do it!		0.4711	whisper
00:22:06.570	00:22:08.810	Well that's not a bump a head, that's your bump a head!		0.4711	whisper
00:22:08.950	00:22:09.790	There he is, there he is!		0.4711	whisper
00:22:10.650	00:22:11.130	Come on!		0.4711	whisper
00:22:13.250	00:22:13.930	Bump a head!		0.4711	whisper
00:22:14.710	00:22:14.970	Do it!		0.4711	whisper
00:22:15.690	00:22:18.250	No, he's found it in that first, now you're not gonna do it!		0.4711	whisper
00:22:18.990	00:22:20.510	He will in the minute, let's bump a head!		0.4711	whisper
00:22:30.730	00:22:32.110	He's found something else before.		0.4868	whisper
00:22:32.490	00:22:32.710	Yeah.		0.4868	whisper
00:22:37.930	00:22:39.890	He says you're doing anyway.		0.4868	whisper
00:22:46.270	00:22:48.330	He doesn't want to play that game anymore.		0.4868	whisper
00:22:48.590	00:22:49.390	No, he wants to play it.		0.4868	whisper
00:22:49.390	00:22:50.790	The moment was why.		0.5544	whisper
00:22:50.830	00:22:51.750	You and Jared did.		0.5544	whisper
00:22:52.310	00:22:52.770	Yeah.		0.5544	whisper
00:22:53.230	00:22:53.730	They did.		0.5544	whisper
00:22:53.910	00:22:56.730	They would just chew on her chin for hours.		0.5544	whisper
00:22:57.410	00:22:58.850	I don't see how she did it.		0.5544	whisper
00:22:59.110	00:23:00.410	Because they started chewing on mine.		0.5544	whisper
00:23:00.610	00:23:01.350	I don't even know.		0.5544	whisper
00:23:03.010	00:23:03.490	Here.		0.5544	whisper
00:23:03.990	00:23:04.470	Here.		0.5544	whisper
00:23:05.150	00:23:05.370	Here.		0.5544	whisper
00:23:05.630	00:23:05.750	Here.		0.5544	whisper
00:23:06.870	00:23:07.890	Let's bump it in.		0.5544	whisper
00:23:08.330	00:23:09.130	Up it in.		0.5544	whisper
00:23:09.470	00:23:10.310	Oh, there he goes.		0.5544	whisper
00:23:11.750	00:23:13.070	There we got it.		0.5544	whisper
00:23:13.090	00:23:13.390	There he is.		0.5544	whisper
00:23:33.159	00:23:34.979	How much is that?		0.4927	whisper
00:23:39.679	00:23:41.739	Say hi Ryan.		0.4927	whisper
00:23:42.139	00:23:42.979	Say hi.		0.4927	whisper
00:23:44.219	00:23:46.099	Seven months old today.		0.4927	whisper
00:23:46.459	00:23:47.679	Seven months old today.		0.4927	whisper
00:23:48.559	00:23:50.599	Seven months old today.		0.4927	whisper
00:23:51.259	00:23:51.359	Yes.		0.4927	whisper
00:23:51.999	00:23:52.999	You are.		0.4927	whisper
00:23:53.779	00:23:55.599	You're a big boy now.		0.4927	whisper
00:23:57.639	00:23:58.759	You're a big boy.		0.446	whisper
00:24:04.559	00:24:07.639	Oh, come on, spin up.		0.446	whisper
00:24:08.299	00:24:08.939	Let's do that.		0.446	whisper
00:24:09.119	00:24:10.039	Mommy got you too excited.		0.446	whisper
00:24:13.099	00:24:14.219	What are you doing?		0.446	whisper
00:24:14.219	00:24:14.419	Come on.		0.4007	whisper
00:24:14.579	00:24:17.959	Come on.		0.4007	whisper
00:24:17.959	00:24:19.999	La la la la.		0.4007	whisper
00:24:20.339	00:24:20.919	La la la la.		0.4007	whisper
00:24:20.919	00:24:21.439	La la la.		0.2877	whisper
00:24:22.319	00:24:29.879	Do, do, do, do, do, do.		0.2877	whisper
00:24:37.959	00:24:39.239	Close up.		0.2877	whisper
00:24:39.939	00:24:40.239	Oh.		0.2877	whisper
00:24:41.179	00:24:41.779	Close up.		0.2877	whisper
00:24:41.779	00:24:42.659	No, just on Ryan.		0.6065	whisper
00:24:42.799	00:24:43.119	Oh, good.		0.6065	whisper
00:25:05.274	00:25:17.294	Come here! Come here Ryan! Come here! Come here to daddy! Come to daddy! Come on! Let's get a ball! Come on! Come here son! Come here!		0.6805	whisper
00:25:18.834	00:25:20.114	Quit looking at the camera.		0.6805	whisper
00:25:21.354	00:25:22.354	Hi camera!		0.6805	whisper
00:25:25.494	00:25:26.314	Come on!		0.7381	whisper
00:25:27.134	00:25:28.254	Hi Ryan!		0.7381	whisper
00:25:28.914	00:25:30.194	Okay now you crawl.		0.7381	whisper
00:25:30.534	00:25:30.894	Come on!		0.7381	whisper
00:25:34.494	00:25:35.934	You were doing it just a minute ago.		0.7381	whisper
00:25:36.434	00:25:39.274	Come on Ryan! Come and get me Ryan!		0.7381	whisper
00:25:40.214	00:25:41.414	Well come on!		0.7381	whisper
00:25:43.194	00:25:45.254	I know what's that thing up to mommy's eye huh?		0.7381	whisper
00:25:46.254	00:25:47.594	Big old contraption.		0.7381	whisper
00:25:48.994	00:25:49.574	Come on!		0.7381	whisper
